,age,gender,degree,extra_degree,nationality,married,experience,qualified
7955,27.0,1.0,0.0,0.0,0.0,0.0,7.0,0
7956,23.0,1.0,1.0,0.0,1.0,0.0,0.0,0
7957,56.0,0.0,1.0,0.0,1.0,0.0,13.0,0
7958,56.0,1.0,1.0,0.0,0.0,0.0,35.0,1
7959,39.0,1.0,0.0,0.0,0.0,1.0,12.0,0
7960,34.0,0.0,1.0,1.0,1.0,1.0,10.0,1
7961,37.0,0.0,1.0,0.0,0.0,0.0,14.0,1
7962,49.0,0.0,1.0,0.0,0.0,1.0,24.0,1
7963,61.0,1.0,1.0,1.0,0.0,1.0,30.0,1
7964,30.0,0.0,0.0,0.0,1.0,1.0,4.0,0
7965,25.0,0.0,0.0,0.0,1.0,0.0,5.0,0
7966,52.0,1.0,0.0,0.0,0.0,1.0,31.0,0
7967,39.0,0.0,1.0,1.0,0.0,1.0,9.0,1
7968,52.0,1.0,1.0,0.0,1.0,1.0,11.0,0
7969,26.0,1.0,0.0,0.0,0.0,0.0,6.0,0
7970,48.0,1.0,1.0,0.0,0.0,0.0,25.0,1
7971,56.0,1.0,0.0,0.0,0.0,1.0,6.0,0
7972,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0
7973,52.0,1.0,1.0,0.0,0.0,0.0,14.0,0
7974,61.0,1.0,0.0,0.0,0.0,1.0,8.0,0
7975,44.0,0.0,0.0,0.0,0.0,1.0,16.0,0
7976,39.0,0.0,1.0,0.0,1.0,1.0,14.0,1
7977,31.0,1.0,1.0,0.0,0.0,1.0,3.0,0
7978,33.0,1.0,0.0,0.0,1.0,0.0,11.0,0
7979,48.0,0.0,0.0,0.0,0.0,1.0,27.0,1
7980,32.0,1.0,1.0,0.0,1.0,0.0,6.0,0
7981,60.0,0.0,0.0,0.0,1.0,1.0,17.0,0
7982,42.0,0.0,1.0,1.0,0.0,0.0,5.0,1
7983,61.0,1.0,0.0,0.0,0.0,0.0,16.0,0
7984,50.0,1.0,0.0,0.0,1.0,1.0,12.0,0
7985,53.0,0.0,1.0,1.0,0.0,1.0,14.0,1
7986,39.0,0.0,1.0,1.0,1.0,0.0,14.0,1
7987,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0
7988,41.0,0.0,1.0,1.0,1.0,1.0,8.0,1
7989,26.0,1.0,1.0,0.0,0.0,1.0,2.0,0
7990,62.0,0.0,1.0,1.0,0.0,1.0,27.0,1
7991,57.0,0.0,1.0,0.0,1.0,1.0,24.0,1
7992,44.0,1.0,1.0,0.0,0.0,0.0,11.0,0
7993,45.0,0.0,1.0,1.0,1.0,1.0,17.0,1
7994,28.0,1.0,1.0,1.0,0.0,0.0,3.0,1
7995,26.0,0.0,1.0,0.0,0.0,0.0,5.0,1
7996,28.0,1.0,1.0,0.0,0.0,0.0,6.0,0
7997,48.0,0.0,1.0,1.0,0.0,1.0,8.0,1
7998,30.0,0.0,1.0,1.0,1.0,0.0,3.0,1
7999,44.0,1.0,0.0,0.0,0.0,1.0,25.0,0
8000,46.0,0.0,0.0,0.0,1.0,0.0,18.0,0
8001,44.0,1.0,1.0,1.0,1.0,0.0,19.0,1
8002,50.0,1.0,0.0,0.0,1.0,0.0,13.0,0
8003,39.0,1.0,1.0,1.0,1.0,0.0,9.0,1
8004,57.0,0.0,1.0,0.0,1.0,1.0,4.0,0
8005,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8006,22.0,0.0,1.0,1.0,1.0,0.0,0.0,1
8007,44.0,1.0,0.0,0.0,1.0,0.0,9.0,0
8008,40.0,0.0,1.0,0.0,0.0,1.0,8.0,0
8009,35.0,1.0,1.0,1.0,1.0,1.0,5.0,1
8010,57.0,1.0,0.0,0.0,1.0,0.0,19.0,0
8011,28.0,1.0,1.0,0.0,1.0,0.0,2.0,0
8012,25.0,1.0,0.0,0.0,0.0,1.0,5.0,0
8013,39.0,0.0,1.0,1.0,0.0,0.0,16.0,1
8014,51.0,1.0,0.0,0.0,1.0,0.0,27.0,0
8015,58.0,1.0,1.0,1.0,0.0,1.0,11.0,0
8016,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0
8017,23.0,1.0,0.0,0.0,1.0,0.0,3.0,0
8018,40.0,1.0,1.0,1.0,0.0,1.0,7.0,1
8019,24.0,0.0,0.0,0.0,1.0,0.0,2.0,0
8020,64.0,1.0,1.0,0.0,0.0,0.0,42.0,1
8021,51.0,1.0,1.0,1.0,0.0,0.0,22.0,1
8022,62.0,0.0,1.0,1.0,0.0,1.0,29.0,1
8023,50.0,1.0,1.0,1.0,0.0,0.0,26.0,1
8024,51.0,0.0,1.0,1.0,0.0,1.0,22.0,1
8025,36.0,1.0,1.0,1.0,0.0,0.0,11.0,1
8026,63.0,1.0,0.0,0.0,0.0,1.0,38.0,0
8027,47.0,1.0,1.0,0.0,0.0,1.0,24.0,1
8028,34.0,0.0,1.0,0.0,0.0,0.0,9.0,1
8029,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8030,46.0,0.0,0.0,0.0,0.0,1.0,23.0,1
8031,24.0,1.0,1.0,0.0,0.0,0.0,3.0,0
8032,38.0,0.0,1.0,1.0,1.0,1.0,13.0,1
8033,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8034,33.0,0.0,1.0,1.0,1.0,0.0,8.0,1
8035,43.0,0.0,0.0,0.0,1.0,1.0,8.0,0
8036,50.0,0.0,1.0,0.0,0.0,1.0,21.0,1
8037,30.0,1.0,1.0,1.0,1.0,1.0,5.0,1
8038,55.0,0.0,1.0,0.0,0.0,1.0,29.0,1
8039,29.0,0.0,1.0,1.0,1.0,0.0,5.0,1
8040,23.0,1.0,1.0,0.0,1.0,0.0,1.0,0
8041,32.0,1.0,1.0,1.0,0.0,0.0,3.0,0
8042,58.0,1.0,1.0,1.0,0.0,1.0,25.0,1
8043,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1
8044,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8045,28.0,1.0,1.0,1.0,1.0,0.0,4.0,1
8046,36.0,0.0,0.0,0.0,0.0,0.0,18.0,1
8047,35.0,0.0,1.0,1.0,0.0,0.0,1.0,0
8048,45.0,1.0,1.0,0.0,1.0,0.0,10.0,0
8049,54.0,0.0,0.0,0.0,1.0,0.0,34.0,1
8050,51.0,0.0,0.0,0.0,1.0,1.0,17.0,0
8051,30.0,0.0,1.0,0.0,0.0,1.0,5.0,1
8052,38.0,0.0,1.0,1.0,1.0,1.0,3.0,1
8053,29.0,0.0,0.0,0.0,1.0,0.0,2.0,0
8054,36.0,1.0,1.0,1.0,0.0,0.0,6.0,1
8055,48.0,1.0,0.0,0.0,0.0,1.0,29.0,0
8056,42.0,1.0,0.0,0.0,0.0,1.0,21.0,0
8057,45.0,1.0,1.0,1.0,1.0,0.0,7.0,1
8058,26.0,1.0,0.0,0.0,1.0,0.0,8.0,0
8059,31.0,1.0,1.0,0.0,0.0,1.0,2.0,0
8060,59.0,0.0,0.0,0.0,1.0,0.0,40.0,1
8061,28.0,0.0,0.0,0.0,1.0,0.0,8.0,0
8062,39.0,0.0,0.0,0.0,1.0,0.0,11.0,0
8063,30.0,0.0,1.0,1.0,0.0,1.0,7.0,1
8064,35.0,1.0,1.0,1.0,0.0,0.0,6.0,1
8065,57.0,1.0,1.0,0.0,1.0,1.0,8.0,0
8066,40.0,0.0,1.0,0.0,0.0,1.0,13.0,1
8067,41.0,1.0,1.0,1.0,0.0,0.0,9.0,1
8068,29.0,1.0,1.0,1.0,0.0,0.0,6.0,1
8069,27.0,1.0,1.0,0.0,1.0,0.0,3.0,0
8070,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0
8071,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0
8072,53.0,1.0,1.0,0.0,0.0,0.0,25.0,1
8073,55.0,0.0,0.0,0.0,0.0,0.0,35.0,0
8074,26.0,0.0,1.0,0.0,0.0,0.0,4.0,1
8075,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8076,50.0,0.0,1.0,1.0,0.0,1.0,14.0,1
8077,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8078,51.0,1.0,0.0,0.0,1.0,1.0,33.0,0
8079,21.0,0.0,0.0,0.0,1.0,0.0,2.0,0
8080,61.0,0.0,1.0,1.0,0.0,1.0,10.0,1
8081,27.0,1.0,1.0,1.0,0.0,1.0,4.0,1
8082,30.0,0.0,0.0,0.0,1.0,0.0,4.0,0
8083,44.0,0.0,0.0,0.0,1.0,0.0,24.0,0
8084,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0
8085,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0
8086,48.0,0.0,0.0,0.0,0.0,1.0,23.0,0
8087,48.0,0.0,0.0,0.0,0.0,0.0,25.0,1
8088,32.0,0.0,1.0,0.0,0.0,1.0,7.0,1
8089,59.0,0.0,1.0,0.0,0.0,0.0,35.0,1
8090,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8091,32.0,1.0,1.0,0.0,0.0,1.0,9.0,0
8092,47.0,0.0,1.0,1.0,0.0,0.0,21.0,1
8093,33.0,0.0,1.0,1.0,0.0,1.0,8.0,1
8094,28.0,1.0,1.0,1.0,1.0,1.0,0.0,0
8095,43.0,0.0,1.0,1.0,0.0,0.0,4.0,1
8096,48.0,1.0,1.0,1.0,1.0,0.0,1.0,0
8097,40.0,0.0,0.0,0.0,1.0,0.0,6.0,0
8098,35.0,1.0,0.0,0.0,0.0,0.0,3.0,0
8099,59.0,1.0,0.0,0.0,0.0,1.0,32.0,0
8100,42.0,0.0,1.0,1.0,0.0,0.0,12.0,1
8101,41.0,1.0,0.0,0.0,0.0,0.0,18.0,0
8102,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8103,24.0,1.0,1.0,1.0,0.0,0.0,1.0,0
8104,38.0,1.0,1.0,1.0,0.0,0.0,15.0,1
8105,52.0,0.0,1.0,0.0,0.0,1.0,24.0,1
8106,35.0,0.0,0.0,0.0,1.0,0.0,6.0,0
8107,37.0,0.0,0.0,0.0,1.0,0.0,3.0,0
8108,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8109,22.0,1.0,1.0,0.0,0.0,0.0,1.0,0
8110,47.0,0.0,1.0,0.0,0.0,1.0,20.0,1
8111,26.0,1.0,1.0,1.0,0.0,1.0,2.0,1
8112,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0
8113,28.0,1.0,1.0,1.0,0.0,0.0,2.0,0
8114,29.0,0.0,1.0,0.0,0.0,1.0,6.0,1
8115,32.0,1.0,1.0,0.0,0.0,0.0,8.0,0
8116,53.0,1.0,0.0,0.0,0.0,0.0,28.0,0
8117,49.0,0.0,0.0,0.0,1.0,1.0,7.0,0
8118,25.0,1.0,1.0,1.0,1.0,0.0,2.0,0
8119,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0
8120,24.0,0.0,1.0,0.0,0.0,0.0,3.0,1
8121,37.0,0.0,1.0,1.0,1.0,1.0,3.0,1
8122,42.0,1.0,1.0,1.0,0.0,0.0,7.0,1
8123,41.0,1.0,0.0,0.0,0.0,0.0,13.0,0
8124,24.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8125,30.0,0.0,1.0,1.0,1.0,1.0,4.0,1
8126,29.0,1.0,0.0,0.0,0.0,0.0,11.0,0
8127,52.0,0.0,0.0,0.0,1.0,1.0,22.0,0
8128,31.0,0.0,1.0,1.0,0.0,0.0,7.0,1
8129,31.0,1.0,0.0,0.0,0.0,1.0,12.0,0
8130,50.0,0.0,1.0,0.0,0.0,1.0,24.0,1
8131,28.0,0.0,1.0,1.0,1.0,0.0,2.0,1
8132,36.0,1.0,1.0,1.0,1.0,1.0,8.0,1
8133,28.0,1.0,0.0,0.0,0.0,0.0,6.0,0
8134,47.0,0.0,0.0,0.0,0.0,1.0,1.0,0
8135,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0
8136,37.0,1.0,1.0,1.0,0.0,1.0,9.0,1
8137,33.0,1.0,1.0,1.0,0.0,0.0,7.0,1
8138,23.0,1.0,1.0,0.0,0.0,0.0,1.0,0
8139,40.0,0.0,0.0,0.0,0.0,0.0,22.0,1
8140,45.0,1.0,1.0,1.0,1.0,0.0,6.0,0
8141,47.0,0.0,1.0,0.0,0.0,1.0,22.0,1
8142,30.0,0.0,0.0,0.0,1.0,1.0,9.0,0
8143,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8144,42.0,0.0,1.0,1.0,0.0,1.0,12.0,1
8145,56.0,1.0,1.0,1.0,0.0,0.0,2.0,0
8146,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0
8147,35.0,1.0,1.0,1.0,1.0,0.0,12.0,1
8148,62.0,0.0,1.0,1.0,0.0,1.0,25.0,1
8149,62.0,1.0,0.0,0.0,0.0,0.0,21.0,0
8150,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0
8151,55.0,0.0,1.0,1.0,0.0,0.0,27.0,1
8152,59.0,1.0,0.0,0.0,1.0,1.0,18.0,0
8153,51.0,0.0,0.0,0.0,0.0,0.0,19.0,0
8154,31.0,1.0,0.0,0.0,1.0,0.0,10.0,0
8155,64.0,0.0,1.0,1.0,0.0,0.0,26.0,1
8156,39.0,1.0,1.0,1.0,0.0,1.0,9.0,1
8157,44.0,0.0,0.0,0.0,0.0,0.0,20.0,1
8158,23.0,1.0,0.0,0.0,1.0,0.0,2.0,0
8159,56.0,1.0,1.0,1.0,0.0,1.0,22.0,1
8160,60.0,1.0,1.0,1.0,0.0,1.0,18.0,1
8161,38.0,0.0,1.0,0.0,0.0,0.0,17.0,1
8162,40.0,1.0,1.0,1.0,1.0,1.0,13.0,1
8163,38.0,0.0,1.0,0.0,0.0,0.0,16.0,1
8164,38.0,0.0,1.0,0.0,0.0,1.0,16.0,1
8165,34.0,1.0,1.0,0.0,1.0,0.0,13.0,1
8166,41.0,0.0,0.0,0.0,0.0,1.0,17.0,0
8167,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0
8168,41.0,0.0,0.0,0.0,1.0,0.0,18.0,0
8169,57.0,1.0,0.0,0.0,0.0,0.0,35.0,0
8170,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0
8171,47.0,0.0,0.0,0.0,0.0,0.0,14.0,0
8172,54.0,1.0,0.0,0.0,1.0,0.0,19.0,0
8173,37.0,0.0,1.0,1.0,0.0,0.0,7.0,1
8174,41.0,0.0,0.0,0.0,0.0,0.0,15.0,0
8175,39.0,0.0,0.0,0.0,1.0,0.0,18.0,1
8176,52.0,1.0,1.0,1.0,0.0,0.0,22.0,1
8177,45.0,1.0,0.0,0.0,0.0,0.0,18.0,0
8178,30.0,0.0,1.0,1.0,1.0,0.0,4.0,1
8179,46.0,0.0,0.0,0.0,1.0,1.0,27.0,1
8180,60.0,1.0,1.0,1.0,0.0,0.0,36.0,1
8181,36.0,0.0,1.0,1.0,0.0,0.0,10.0,1
8182,24.0,0.0,1.0,1.0,1.0,0.0,1.0,1
8183,48.0,1.0,0.0,0.0,1.0,1.0,20.0,0
8184,25.0,0.0,1.0,1.0,1.0,0.0,2.0,1
8185,40.0,1.0,1.0,1.0,1.0,1.0,14.0,1
8186,41.0,0.0,1.0,0.0,1.0,1.0,13.0,1
8187,26.0,1.0,1.0,1.0,0.0,1.0,3.0,1
8188,46.0,1.0,0.0,0.0,1.0,1.0,12.0,0
8189,28.0,1.0,1.0,1.0,0.0,1.0,3.0,0
8190,35.0,1.0,1.0,1.0,0.0,0.0,8.0,1
8191,37.0,1.0,1.0,1.0,0.0,1.0,8.0,1
8192,22.0,1.0,1.0,0.0,0.0,0.0,1.0,0
8193,38.0,0.0,1.0,1.0,1.0,0.0,13.0,1
8194,56.0,1.0,1.0,1.0,0.0,1.0,27.0,1
8195,49.0,1.0,1.0,1.0,0.0,0.0,18.0,1
8196,36.0,1.0,1.0,1.0,1.0,0.0,13.0,1
8197,23.0,0.0,0.0,0.0,1.0,0.0,5.0,0
8198,31.0,1.0,0.0,0.0,0.0,0.0,11.0,0
8199,37.0,0.0,0.0,0.0,0.0,0.0,19.0,1
8200,28.0,1.0,1.0,1.0,0.0,0.0,3.0,1
8201,29.0,1.0,1.0,1.0,1.0,0.0,5.0,1
8202,30.0,1.0,1.0,0.0,1.0,0.0,9.0,0
8203,55.0,1.0,0.0,0.0,1.0,0.0,32.0,0
8204,54.0,0.0,1.0,0.0,1.0,1.0,26.0,1
8205,30.0,0.0,1.0,0.0,1.0,0.0,6.0,1
8206,24.0,1.0,1.0,0.0,0.0,0.0,3.0,0
8207,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8208,64.0,1.0,1.0,1.0,0.0,1.0,41.0,1
8209,34.0,1.0,0.0,0.0,1.0,0.0,8.0,0
8210,56.0,1.0,1.0,1.0,0.0,0.0,17.0,1
8211,24.0,0.0,0.0,0.0,1.0,0.0,6.0,0
8212,58.0,1.0,0.0,0.0,0.0,0.0,21.0,0
8213,53.0,0.0,1.0,1.0,0.0,1.0,23.0,1
8214,28.0,1.0,0.0,0.0,1.0,1.0,10.0,0
8215,43.0,0.0,1.0,0.0,0.0,1.0,17.0,1
8216,36.0,1.0,1.0,1.0,0.0,1.0,2.0,0
8217,35.0,0.0,1.0,1.0,1.0,1.0,10.0,1
8218,25.0,0.0,1.0,1.0,1.0,0.0,0.0,1
8219,23.0,0.0,1.0,0.0,0.0,0.0,2.0,1
8220,41.0,1.0,1.0,1.0,0.0,0.0,18.0,1
8221,61.0,0.0,0.0,0.0,0.0,1.0,19.0,0
8222,38.0,0.0,1.0,0.0,0.0,0.0,12.0,1
8223,24.0,1.0,0.0,0.0,0.0,0.0,2.0,0
8224,27.0,0.0,1.0,1.0,1.0,0.0,2.0,1
8225,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0
8226,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0
8227,60.0,0.0,1.0,0.0,0.0,1.0,34.0,1
8228,50.0,1.0,1.0,1.0,0.0,1.0,18.0,1
8229,42.0,0.0,0.0,0.0,1.0,0.0,21.0,0
8230,44.0,1.0,1.0,1.0,0.0,0.0,12.0,1
8231,32.0,1.0,1.0,0.0,0.0,1.0,6.0,0
8232,56.0,1.0,1.0,1.0,0.0,1.0,31.0,1
8233,28.0,1.0,1.0,1.0,0.0,0.0,5.0,1
8234,64.0,0.0,1.0,1.0,0.0,0.0,13.0,1
8235,28.0,1.0,1.0,0.0,0.0,0.0,2.0,0
8236,46.0,0.0,1.0,0.0,0.0,1.0,19.0,1
8237,24.0,1.0,1.0,1.0,1.0,0.0,0.0,0
8238,38.0,0.0,1.0,1.0,0.0,0.0,15.0,1
8239,41.0,1.0,1.0,0.0,0.0,0.0,15.0,1
8240,36.0,0.0,0.0,0.0,0.0,0.0,7.0,0
8241,29.0,0.0,1.0,1.0,0.0,0.0,4.0,1
8242,21.0,0.0,1.0,1.0,1.0,0.0,0.0,1
8243,34.0,0.0,0.0,0.0,1.0,0.0,14.0,1
8244,26.0,1.0,1.0,1.0,0.0,0.0,3.0,1
8245,45.0,1.0,0.0,0.0,0.0,0.0,13.0,0
8246,39.0,0.0,0.0,0.0,0.0,0.0,20.0,1
8247,38.0,1.0,0.0,0.0,0.0,0.0,7.0,0
8248,45.0,0.0,0.0,0.0,0.0,0.0,20.0,1
8249,54.0,1.0,1.0,0.0,0.0,0.0,12.0,0
8250,42.0,1.0,1.0,1.0,0.0,0.0,17.0,1
8251,51.0,0.0,1.0,0.0,0.0,1.0,25.0,1
8252,60.0,1.0,1.0,1.0,1.0,0.0,6.0,0
8253,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1
8254,62.0,1.0,0.0,0.0,0.0,1.0,40.0,0
8255,52.0,1.0,1.0,1.0,0.0,1.0,16.0,1
8256,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0
8257,52.0,1.0,1.0,1.0,1.0,1.0,18.0,1
8258,36.0,1.0,0.0,0.0,0.0,0.0,7.0,0
8259,24.0,1.0,0.0,0.0,0.0,0.0,4.0,0
8260,31.0,1.0,1.0,1.0,0.0,1.0,8.0,1
8261,42.0,1.0,1.0,0.0,0.0,0.0,10.0,0
8262,41.0,1.0,1.0,0.0,0.0,0.0,19.0,1
8263,30.0,1.0,0.0,0.0,1.0,1.0,12.0,0
8264,23.0,1.0,0.0,0.0,1.0,0.0,3.0,0
8265,35.0,0.0,0.0,0.0,0.0,1.0,16.0,0
8266,50.0,0.0,0.0,0.0,0.0,1.0,21.0,0
8267,54.0,1.0,1.0,1.0,0.0,0.0,27.0,1
8268,43.0,1.0,0.0,0.0,0.0,0.0,18.0,0
8269,40.0,1.0,1.0,1.0,0.0,1.0,17.0,1
8270,43.0,0.0,1.0,0.0,0.0,0.0,20.0,1
8271,44.0,0.0,1.0,1.0,0.0,0.0,18.0,1
8272,43.0,0.0,0.0,0.0,0.0,0.0,16.0,0
8273,43.0,0.0,0.0,0.0,1.0,0.0,9.0,0
8274,27.0,0.0,0.0,0.0,0.0,0.0,8.0,0
8275,33.0,0.0,0.0,0.0,0.0,0.0,5.0,0
8276,39.0,1.0,1.0,1.0,0.0,1.0,9.0,1
8277,50.0,0.0,1.0,0.0,1.0,0.0,27.0,1
8278,36.0,0.0,0.0,0.0,0.0,0.0,15.0,0
8279,33.0,0.0,0.0,0.0,0.0,0.0,15.0,1
8280,32.0,0.0,0.0,0.0,1.0,0.0,5.0,0
8281,27.0,1.0,0.0,0.0,0.0,0.0,5.0,0
8282,55.0,0.0,0.0,0.0,1.0,1.0,29.0,0
8283,36.0,0.0,1.0,1.0,0.0,0.0,13.0,1
8284,31.0,1.0,1.0,1.0,0.0,0.0,3.0,1
8285,33.0,0.0,1.0,1.0,1.0,0.0,10.0,1
8286,58.0,1.0,0.0,0.0,1.0,0.0,7.0,0
8287,40.0,0.0,1.0,1.0,1.0,0.0,15.0,1
8288,38.0,0.0,1.0,1.0,1.0,0.0,15.0,1
8289,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0
8290,42.0,1.0,0.0,0.0,0.0,0.0,20.0,0
8291,61.0,1.0,1.0,1.0,0.0,1.0,37.0,1
8292,53.0,0.0,0.0,0.0,0.0,1.0,25.0,0
8293,37.0,1.0,1.0,0.0,1.0,0.0,8.0,0
8294,34.0,0.0,0.0,0.0,0.0,1.0,15.0,0
8295,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1
8296,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0
8297,35.0,1.0,0.0,0.0,1.0,1.0,5.0,0
8298,38.0,0.0,1.0,1.0,0.0,0.0,15.0,1
8299,31.0,0.0,1.0,0.0,0.0,0.0,6.0,1
8300,32.0,0.0,1.0,0.0,1.0,0.0,8.0,1
8301,45.0,0.0,1.0,0.0,1.0,1.0,7.0,0
8302,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0
8303,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0
8304,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0
8305,31.0,1.0,1.0,0.0,0.0,0.0,10.0,1
8306,47.0,1.0,1.0,1.0,0.0,0.0,19.0,1
8307,40.0,0.0,1.0,0.0,0.0,0.0,12.0,1
8308,30.0,1.0,1.0,1.0,1.0,0.0,7.0,1
8309,39.0,0.0,1.0,1.0,1.0,0.0,14.0,1
8310,44.0,1.0,0.0,0.0,0.0,1.0,19.0,0
8311,48.0,0.0,0.0,0.0,0.0,1.0,25.0,1
8312,41.0,0.0,1.0,1.0,1.0,1.0,5.0,1
8313,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0
8314,47.0,0.0,1.0,0.0,1.0,1.0,11.0,1
8315,48.0,0.0,0.0,0.0,1.0,0.0,10.0,0
8316,55.0,1.0,1.0,1.0,1.0,1.0,9.0,0
8317,43.0,0.0,0.0,0.0,1.0,1.0,18.0,0
8318,46.0,0.0,1.0,1.0,1.0,1.0,22.0,1
8319,43.0,0.0,0.0,0.0,0.0,0.0,20.0,1
8320,57.0,0.0,1.0,1.0,0.0,1.0,33.0,1
8321,31.0,0.0,1.0,1.0,0.0,0.0,6.0,1
8322,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0
8323,50.0,1.0,0.0,0.0,0.0,0.0,14.0,0
8324,38.0,0.0,1.0,1.0,0.0,0.0,14.0,1
8325,36.0,0.0,0.0,0.0,1.0,0.0,18.0,1
8326,28.0,0.0,1.0,0.0,0.0,0.0,3.0,0
8327,61.0,0.0,1.0,0.0,0.0,1.0,27.0,1
8328,23.0,0.0,0.0,0.0,1.0,0.0,3.0,0
8329,33.0,1.0,1.0,1.0,0.0,1.0,9.0,1
8330,50.0,1.0,0.0,0.0,0.0,1.0,28.0,0
8331,48.0,0.0,1.0,1.0,0.0,0.0,23.0,1
8332,32.0,0.0,1.0,1.0,0.0,0.0,3.0,1
8333,59.0,0.0,1.0,0.0,0.0,1.0,28.0,1
8334,38.0,0.0,0.0,0.0,0.0,0.0,19.0,1
8335,28.0,0.0,1.0,0.0,1.0,0.0,4.0,1
8336,33.0,1.0,1.0,1.0,0.0,1.0,6.0,1
8337,35.0,0.0,0.0,0.0,1.0,0.0,4.0,0
8338,45.0,1.0,1.0,0.0,1.0,0.0,18.0,1
8339,60.0,1.0,1.0,0.0,0.0,1.0,38.0,1
8340,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8341,42.0,1.0,1.0,1.0,1.0,0.0,15.0,1
8342,40.0,0.0,1.0,1.0,1.0,1.0,12.0,1
8343,43.0,0.0,1.0,0.0,0.0,1.0,19.0,1
8344,37.0,1.0,1.0,0.0,0.0,0.0,15.0,1
8345,51.0,0.0,1.0,1.0,0.0,1.0,3.0,0
8346,32.0,0.0,1.0,1.0,1.0,0.0,7.0,1
8347,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0
8348,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0
8349,26.0,0.0,1.0,0.0,0.0,0.0,5.0,1
8350,29.0,0.0,1.0,0.0,1.0,1.0,7.0,1
8351,38.0,1.0,1.0,1.0,0.0,1.0,2.0,0
8352,38.0,1.0,1.0,0.0,1.0,1.0,16.0,1
8353,45.0,1.0,0.0,0.0,1.0,1.0,10.0,0
8354,31.0,1.0,1.0,1.0,0.0,1.0,4.0,1
8355,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0
8356,40.0,0.0,1.0,1.0,0.0,1.0,13.0,1
8357,27.0,1.0,1.0,1.0,0.0,0.0,3.0,1
8358,59.0,1.0,0.0,0.0,1.0,1.0,14.0,0
8359,38.0,1.0,0.0,0.0,0.0,0.0,11.0,0
8360,45.0,1.0,1.0,1.0,1.0,0.0,17.0,1
8361,37.0,0.0,0.0,0.0,1.0,0.0,18.0,1
8362,53.0,1.0,0.0,0.0,0.0,1.0,25.0,0
8363,49.0,0.0,1.0,0.0,0.0,1.0,26.0,1
8364,34.0,1.0,0.0,0.0,1.0,0.0,13.0,0
8365,61.0,1.0,0.0,0.0,1.0,0.0,13.0,0
8366,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0
8367,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1
8368,34.0,0.0,1.0,0.0,0.0,0.0,5.0,0
8369,24.0,0.0,1.0,0.0,0.0,0.0,2.0,0
8370,42.0,0.0,1.0,0.0,0.0,0.0,20.0,1
8371,56.0,1.0,1.0,0.0,1.0,1.0,11.0,0
8372,37.0,0.0,1.0,1.0,1.0,1.0,11.0,1
8373,31.0,1.0,0.0,0.0,0.0,0.0,11.0,0
8374,44.0,0.0,1.0,1.0,0.0,0.0,9.0,1
8375,49.0,1.0,1.0,1.0,0.0,0.0,25.0,1
8376,26.0,0.0,1.0,1.0,0.0,0.0,3.0,1
8377,42.0,1.0,0.0,0.0,0.0,0.0,10.0,0
